Kooli ID	Kooli nimi	Maakond	Asutuse tüüp	Seadmete nimekiri	Toetus 2014	Toetus 2015	Toetus 2016	Toetus 2017	Toetus 2018	Toetus 2019	Toetus 2020	Toetus 2021
547	Vastseliina Gümnaasium	Võru maakond	gümnaasium	Ozobot Evo stardikomplekt (15 tk)					1,648.27 €			
298	Vinni-Pajusti Gümnaasium	Lääne-Viru maakond	gümnaasium	LEGO Mindstorms EV3 baaskomplekt (5 tk), laadijad (5 tk) ja heliandurid (5 tk)	1,154.47 €							
353	Võnnu Keskkool	Tartu maakond	gümnaasium	LEGO Mindstorm EV3  baaskomplektid (7 tk), lisakomplektid (6 tk) ja laadijad (3 tk); STEPCRAFT CNC PINK D300 koos freesi ja freesiteradega (1tk); Stepcraft D300 Lasergraveerimise moodul (1tk); Stepcraft D300 3D-printimise moodul (1tk); LEGO MINDSTORMS Education EV3 baaskomplekt koos laadijaga (5tk)	2,005.92 €					3,583.48 €		
6571	Võru Gümnaasium	Võru maakond	gümnaasium	Robotauto aluskomplekt 2WD-2 (10 tk) ja erinevad lisad, Arduino erinevad andurid, Stardikomplekt Raspberry Pi  (10 tk) ja erinevad lisad, Raspberry Pi 3 Premium komplekt (10 tk) ja erinevad lisad				3,977.03 €				
656	Väike-Maarja Gümnaasium	Lääne-Viru maakond	gümnaasium	LEGO Mindstorms EV3 baaskomplekt (1 tk), lisakomplekt (1 tk), NXT kaugusandur (4 tk), omniratas (3 tk), Arduino Starter Kit (2 tk), liikuv robotplatvorm MRB (2 tk), Raspberry Pi (Mudel-B+) (2 tk), Raspbian “wheezy” op. süsteemiga 8 GB SD kaart (2 tk), Ultraheliandur SDM-IO (4 tk), Kompass CMPS10 (1 tk), Kaamera moodul Raspberry Pi-le (1 tk), Mini sumo platvorm Zumo (1 tk), Infrapunaandur GP2D120 (4-30 cm) (4 tk), IR anduri kaabel (5 tk), Mootori draiver TB6612FNG (2 tk), Mini RTC Moodul (2 tk), USB-Serial PL2303 (4 tk), Liikuv robotplatvorm RP-06 (1 tk), Lisakomplekt robotplatvormile RP05/06 (1 tk), Mini sumo platvorm Zumo (1 tk), Mootorreduktor 32 RPM (2 tk), Ethernet moodul (2 tk). Lego WeDo 2.0 põhikomplekt, 8 tk; Lego WeDo 2.0 laetav aku, 8 tk; Lego EV3 akulaadija, 8 tk; Matemaatika põhikomplekt 1-2, 8 tk; Matemaatika tegevuspakett 1-2 digitaalne, 1 tk; Eneseväljenduse komplekt, 4 tk; Eneseväljenduse komplekti tegevuspakett ja juhised, 1 tk; Edisoni robot, 8 tk; Edisoni roboti varuosade komplekt, 4 tk; Edisoni matt, 3 tk; Mesimummu algaja komplekt, 1 tk; 6 Mesimummu ja laadimisalus, 1 tk	974.93 €		2,231.51 €					
176	Vändra Gümnaasium	Pärnu maakond	gümnaasium	LEGO WeDo baaskomplekt (2 tk), lihtsate masinate komplekt (3 tk), Power Functions  (3 tk), pneumaatika komplekt (1 tk); Oculus Quest 2 Virtuaalreaalsusprillid (8tk)	355.96 €							4,410 €
631	Värska Gümnaasium	Võru maakond	gümnaasium	LEGO Education Mindstorms EV3 (2 tk), LEGO Education akulaadija 10V (1 tk)				501.49 €				
281	Ülenurme Gümnaasium	Tartu maakond	gümnaasium	Ozobot Bit 2.0 kaksikpakk (valge & must) (15tk)						1,312.23 €		
387; suletud (Haapsalu Nikolai Kool); 388	Innovatsioonikeskus Innokas (seadmete kasutajad: Haapsalu Linna Algkool, Haapsalu Nikolai Kool, Haapsalu Põhikool)	Lääne maakond	huvikool	Renewable Energy Add-on Set (6 tk), LEGO Mindstorms EV3 baaskomplekt (8 tk), EV3 lisakomplekt (8 tk), LME, EV3 Space Challenge Set (1 tk), LME, EV3, Large Servo Motor (8 tk), LME, EV3, Medium Servo Motor (2 tk), LME, EV3, Color/Light Sensor (2 tk), LME, EV3, Infrared Beacon (6 tk), LME, EV3, Infrared Seeker (6 tk), LME, EV3, Cable Pack (1 tk), EV3 akulaadija 10V (8 tk), LME, EV3, Design Engineering Projects (1 tk), LME, EV3 Space Challenge Activity Pack (1 tk), LME, EV3 Science Activity Pack (1 tk), NXT Temperature Sensor (6 tk), Sound Sensor (6 tk), Green City Challenge Set (1 tk), Activity Pack for Green City Challenge Set (1 tk). WeDo 2.0 baaskomplekt (14 tk), WeDo 2.0 laetav aku (14 tk), Edisoni robot (5 tk), Edisoni matt (2 tk), Mesimummu algaja komplekt (1 tk), Mesimummu 3D kujunditega matt  (1 tk), 6 Mesimummu ja laadimisalus (1 tk), Arduino konstruktor ROBI Pro (5 tk), Ozobot starter pakk sinine (5 tk)		4,710.24 €	3,136.21 €					
51	Haapsalu Kutsehariduskeskus	Lääne maakond	kutseõppeasutus	HC-SR04 Ultraheliandur (30 tk), PIR Motion Sensor (10 tk), Arduino 4-kanaliga mootorite laiendusplaat (10 tk), Arduino mootori laiendusplaat MotoMama (10 tk), Mootorreduktor 1000 RPM (20 tk), Servo 360 deg S04NFSTD (20 tk), Bluetooth BTBee Pro moodul (10 tk), Xbee adapter USB-UART (10 tk), Arduino 1,7" TFT LCD (10 tk), Arduino Ethernet laiendusplaat Rev3 (10 tk), Arduino releede lisamoodul (10 tk), Pikendusjuhe (ema-isa) 10 cm (100 tk), Pikendusjuhe (isa-isa) 10 cm (100 tk), Pikendusjuhe (ema-ema) 30 (50 tk)		1,680.39 €						
1400	Järvamaa Kutsehariduskeskus	Järva maakond	kutseõppeasutus	Robootika Kodulabori baaskomplektid (5 tk), lisakomplektid (5 tk), robotplatvormid RP-06 (3 tk), robotplatvormid 4WD-ATV, (2 tk), lisakomplektid robotplatvormile RP05/06 (3 tk)	2,985.84 €							
81	Kehtna Kutsehariduskeskus	Rapla maakond	kutseõppeasutus	Sensori komplekt, 10 tk; Mega2560 sensori shield, 10 tk; Arduino Mega2560, 10 tk; Relee 8ch, 5 tk; Relee 2ch, 5 tk; Relee 1ch, 10 tk; Arduino PRO Mini, 20 tk; Arduino Nano, 10 tk; Orange pi, 10 tk; Orange pi cam, 10 tk; Lülitusillad (jumper) kmpl 1200, 10 tk; Servo 55g, 6 tk; Servo 9g, 6 tk; Arduino ethernet shield, 10 tk; WiFi shield, 10 tk; Mega2560 2tk + puute lcd 6 tk; Raspberry pi 3,5" puuteekraan, 5 tk; Arduino NFC lugeja, 5 tk; NFC kiibid 10 tk; Solenoid 6v P20/15, 10 tk; Akupank 5600mah, 10 tk; GSM moodul			3,750.00 €					
suletud	Narva Kutseõppekeskus	Ida-Viru maakond	kutseõppeasutus	Protobot i3 DIY (1 tk)		926.10 €						
107	Pärnumaa Kutsehariduskeskus	Pärnu maakond	kutseõppeasutus	Arduino starter kit (6 tk) koos lisadega. Velleman K8400 3D Printer Kit (1 tk). IR Distance Sensor GP2Y0A21 (10-80 cm) (5 tk), HC-SR04 Ultraheliandur (10 tk), Light Sensor (Photoresistor) (15 tk), Waterproof Temperature Sensor DS18B20 (5 tk), 3-Axis Digital Compass IC HMC5883L (5 tk), PIR Motion Sensor (5 tk), Temperature Sensor TMP36GT9Z (15 tk), USB PIC programmaator K150 ICSP (1 tk), Konstruktor "ROBI" (10 tk), ROBI joonejälgimise lisapakett (10 tk), ROBI "Folkrace" lisapakett (10 tk), Arduino YUN (10 tk), Arduino Mega ADK (5 tk), Arduino Starter laiendusplaat (15 tk), Arduino Shield - Mega Proto KIT Rev3 (5 tk), Arduino Shield - Proto Kit Rev3 (10 tk), Arduino Shield - Proto PCB Rev3 (15 tk), ITEAD 1602 LCD Keypad Characters Display Shield With Arudino LCD4Bit library For Arduino Board (10 tk), Arduino prototyping kit (2 tk), Ultrasonic Range Finder SRF attachment (10 tk); Robotkäsi Dobot Magician (edu version) (3tk)	649.44 €	2,238.06 €	630.00 €					4,725 €
48	Rakvere Ametikool	Lääne-Viru maakond	kutseõppeasutus	Printrbot Simple Kit with Heated Bed (1 tk), Rostock MAX v2, SeemeCNC (1 tk)		2,097.00 €						
suletud	Tallinna Transpordikool	Harju maakond	kutseõppeasutus	Arduino Starter kit (15 tk), Bluetooth 4.0 serial moodul (15 tk), Raspberry Pi (Mudel-B 512 MB) (15 tk), Plastist karp Raspberry Pi B+ (läbipaistev) (15 tk), Wi-Pi WiFi moodul Raspberry Pi-le (15 tk), toiteplokk 5V micro-USB (15 tk), Raspbian “wheezy” op. süsteemiga 8 GB SD kaart (15 tk), Lintidega maastiku robot elektroonika ja mehaanika konstruktor (5 tk), Robotkäsi elektroonika mehaanika konstruktor (5 tk), Robotauto aluskomplekt 4WD, rattad, mootorid, kinnitused (7 tk)	2,190.60 €							
88	Valgamaa Kutseõppekeskus	Valga maakond	kutseõppeasutus	Protobot i3 DIY (1 tk)		926.10 €						
49	Vana-Vigala Tehnika- ja Teeninduskool	Rapla maakond	kutseõppeasutus	Vertex 3d printer (1 tk); Laserlõikepink LM600900 100W (1tk), Pöördtelg ümarmaterjalidele graveerimiseks (1tk)			529.56 €					4,576.50 €
43	Viljandi Kutseõppekeskus	Viljandi maakond	kutseõppeasutus	Robootika Kodulabori baaskomplektid III (8 tk), lisakomplektid (2 tk), robotplatvorm TANK-SV (2 tk), robotplatvorm RP05/06 (1 tk), Raspberry Pi (Mudel-B 512 MB) (1 tk), Arduino Starter kit (1 tk), Arduino Uno (1 tk). Akulaadijad (20 tk), AC pistik laadijale (20 tk), DC pistik laadijale (20 tk), Arduino Due (1 tk), Arduino Zero (15 tk), AVR ATxmega128A1U arendus-plaat koos SD kaardi pesaga (18 tk), Ultraheliandur SRF05 (16 tk), kaabel IR andurile (20 tk), ir andur (10 tk), ir andur (5 tk), ir andur (5 tk), kokkupõrkemoodul (1 tk), Liikuv robotplatvorm 3pi (2 tk), 3pi programmaator (2 tk), UNO RFID Starter kit (1 tk), Ribakaabel 2 x 8, 20 cm (5 tk), Ribakaabel 2 x 3, 30 cm (5 tk), Pikendusjuhe (ema-ema) 10 cm (10 tk), Li-ion 2S1P Aku (20 tk), Maketeerimislaua juhtmete komplekt 65tk (2 tk), Maketeerimislaua juhtmed 40tk isa-isa 10cm (1 tk), Maketeerimislaua juhtmed 40tk isa-ema 10cm (1 tk), Toitemoodul maketeerimislauale 3.3V 5V 700mA / 6.5-12V (10 tk); CNC plasmalõikur (1tk)	2,995.80 €		3,359.48 €					5,000.00 €
37531	Anija Valla Lasteaiad	Harju maakond	lasteaed	Bee-Bot 2.0 6 robotit+laadimisalus (1tk); Blue-Bot 2.0 6 robotit+laadimisalus (3tk); Dash ja Dot Wonder robootikakomplekt (4tk); Apple iPad Air 2 (A1567) (4tk)						3,523.39 €		
1900	Anni Lasteaed	Tartu maakond	lasteaed	Blue-Bot 6 robotit+laadimisalus (1tk); Blue-Bot programmi käsulugeja (1tk)						418.30 €		
1671	Aruküla Lasteaed Rukkilill	Harju maakond	lasteaed	LEGO Education WeDo 2.0 (8tk) + laetavad akud ja akulaadija; Tahvelarvuti Lenovo Tab M10 (3tk)							2,075.08 €	
2496	Assaku Lasteaed (Aruheina filiaal)	Harju maakond	lasteaed	Matatalab Pro Set (6tk); Qobo programmeeritav robotigu (6tk); WeDo 2.0 baaskomplekt (5tk) + laetavad akud ja akulaadijad; Dash ja Dot Wonder robootikakomplekt (4tk), mTiny avastajakomplekt (5tk), TTS Blue-Bot 2.0 6 robotit ja laadimisalus (1tk); TTS Blue-Bot programmi käsulugeja (6tk), TTS Maastikurobot (6tk), LEGO Education WeDo 2.0 (5tk)							2,937.63 €	3,651.42 €
1769	Audru Lasteaed	Pärnu maakond	lasteaed	6 mesimummu ja laadimisalus (1 tk), Mesimummu läbipaistev matt (2 tk). Bee-Bot 6 robotit+laadimisalus (1 tk); Bee-Bot tähematt Jänku Jussiga (1 tk); Bee-Bot läbipaistev taskutega matt (1 tk)				412.69 €	325.28 €			
1695	Avinurme Lasteaed Naerulind	Jõgeva maakond	lasteaed	Bee-Bot 6 Mesimummu ja laadimisalus (1 tk), Bee-Bot Mesimummu algajate komplekt (1 tk), Bee-Bot läbipaistev taskutega matt (3 tk), Bee-Bot tähematt Jänku Jussiga (1 tk)				621.59 €				
1844	Elva Lasteaed Murumuna	Tartu maakond	lasteaed	LEGO WeDo baaskomplektid (3 tk), lisakomplektid (3 tk), Lego Power functions (1 tk), lihtsate masinate komplekt (1 tk), mehhanismide komplekt (1 tk). Lego Education WeDo 2.0 (6 tk), Edisoni robot V2.0 (8 tk), Blue-Bot 6 mesimummu ja matid (1 tk), Mesimummu läbipaistev matt (6 tk), Makey Makey Classic (2 tk), Ozobot Bit 2.0 (4 tk), Dash ja Dot Wonder robootikakomplekt (2 tk), Edisoni suur matt lamineeritud (2 tk), Edisoni väike sumomatt lamineeritud (2 tk)	482.37 €			2,351.75 €				
1845	Elva Lasteaed Õnneseen	Tartu maakond	lasteaed	LEGO WeDo baaskomplektid (4 tk), LEGO WeDo lisakomplektid (2 tk), LEGO WeDo tegevuste pakett (1 tk). 6 Bee-Bot mesimummu ja laadimisalus (2 tk), 6 Blue-Bot mesimummu ja laadimisalus (1 tk), Dash ja Dot Wonder robootikakomplekt (2 tk), Dash roboti ksülofon (2 tk)	390.74 €			1,658.47 €				
2333	Eralasteaed Kalli-kalli	Harju maakond	lasteaed	6 Mesimummu ja laadimisalus (2 tk), Mesimummu läbipaistev matt (1 tk), Mesimummu kujundite ja värvidega matt (1 tk), Mesimummu tänavamatt (1 tk), Mesimummu numbriteekonna matt (1 tk), Makey Makey Classic komplekt (1 tk), Makey Make Go komplekt (1 tk)			771.59 €					
1926	Eralasteaed Lillelapsed	Harju maakond	lasteaed	WeDo baaskomplekt  (1 tk), Lihtsate masinate komplekt (1 tk), Lego Power functions (1 tk), LEGO Power Functions patareide karp (1 tk	135.91 €							
1532	Eralasteaed Naba	Harju maakond	lasteaed	Matatalab Pro Set (1tk); Sphero Bolt haridusrobot (2tk); Ozobot Bit stardikomplekt (3tk); LEGO Education WeDo 2.0 põhikomplekt (2tk); Bee-Bot 2.0 6 robotit +laadimisalus (1tk); Blue-Bot 2.0 6 robotit + laadimisalus (1tk)							1,744.20 €	
1931	Eralasteaed Pääsupoeg	Harju maakond	lasteaed	Bee-Bot 2.0 6 robot laadimisalusega (1tk); LEGO Education WeDo 2.0 (2tk); LEGO Education NXT EV3 WeDo (2tk); LEGO Education WeDo 2.0 aku (2tk)						792.03 €		
2154	Eralasteaed TERAKE	Tartu maakond	lasteaed	Simple & Powered Machines Set (6 tk), LEGO Education WeDo 2.0 Core Set (6 tk)		1,104.68 €						
suletud	Haapsalu Lasteaed Tõruke	Lääne maakond	lasteaed	Bee-Bot programmeeritav põrandarobot (6 tk); Bee-Bot läbipaistev taskutega matt (3 tk); aaretesaarematt (1 tk); farmimatt (1 tk); muinasjutumatt (1 tk); LEGO Education WeDo 2.0 põhikompl. (10 tk)					1,489.70 €			
1500	Haapsalu Lasteaed Vikerkaar	Lääne maakond	lasteaed	Ozobot Bit 2.0 kaksikpakk (valge ja must) (6 tk); Codey Rocky robot (1tk); Dash ja Dot Wonder robootikakomplekt (1tk); Blue-Bot 2.0 põrandarobot (2tk)					524.89 €	357.48 €		
1496	Haapsalu Vanalinna Lasteaed (endine Haapsalu Lasteaed Päikesejänku)	Lääne maakond	lasteaed	Blue-Bot Mesimumm (3 tk); Dash ja Dot Robot (1 tk); Ozobot suurte markerite kmpl (2 tk); Ozobot Must + Valge kaksikpakk (1 tk); Matatalab Pro Set (4tk); Dash robot (3tk); TABLET GALAXY SM-T585 10" 32GB/LTE BLACK SM-T585 SAMSUNG (3tk)					619.99 €	1,457.38 €		
1474	Haljala Lasteaed Pesapuu	Lääne-Viru maakond	lasteaed	Matatalab Pro Set (2tk); Qobo - programmeeritav robotigu (6tk); WeDo 2.0 baaskomplekt (2tk) + laetavad akud ja akulaadijad							1,445.54 €	
1814	Halliste Lasteaed Pääsuke	Viljandi maakond	lasteaed	Qobo - programmeeritav robotigu (5tk)							510.01 €	
44956	Harkujärve Lasteaed	Harju maakond	lasteaed	Bee-boti alused (6 tk), Makey Makey (2 tk); Bee-Bot stardikomplekt (1tk); Blue-Bot ja Programmi käsulugeja stardikomplekt (1tk); Bee-Bot 2.0 6 robotit ja laadimisalus (1tk); Blue-Bot 2.0 6 robotit ja laadimisalus (1tk) + käsulugeja; Maastikurobot (3tk); Makeblock mTiny robot (3tk); Codey Rocky robot 6 tk (1tk); Sphero Bolt haridusrobot (3tk); Bee-Bot stardikomplekt (1tk); Blue-Bot ja Programmi käsulugeja stardikomplekt (1tk); Bee-Bot 2.0 6 robotit ja laadimisalus (1tk); Blue-Bot 2.0 6 robotit ja laadimisalus (1tk) + käsulugeja; Maastikurobot (3tk); Makeblock mTiny robot (3tk); Codey Rocky robot 6 tk (1tk); Sphero Bolt haridusrobot (3tk)			674.46 €				3,251.55 €	
suletud	Hellenurme Mõis eralasteaed	Tartu maakond	lasteaed	Bee-Bot 6 mesimummu ja laadimisalus (1 tk), Mesimummu läbipaistev matt (2 tk), Makey Makey Classic (1 tk), Jutualustaja komplekt (1 tk). Dash robot (1 tk); Ozobot Bit 2.0 stardikomplekt (2 tk); WeDo 2.0 baaskomplekt (1 tk)				579.41 €	292.70 €			
1696	Iisaku Lasteaed Kurekell	Ida-Viru maakond	lasteaed	Tahvelarv.Galaxy TabA (2tk); LEGO Education WeDo 2.0 põhikomplekt (2tk); Matatalab Pro Set (1tk); Bee-Bot 2.0 6 robotit+laadimisalus (1tk)						1,013.50 €		
1856	Ilmatsalu Lasteaed Lepatriinu	Tartu maakond	lasteaed	LEGO Education WeDo 2.0 põhikomplekt (3 tk), LEGO Education WeDo 2.0 laetav aku (3 tk), LEGO Education akulaadija 10 V (3 tk), BeeBot programeeritav mesimumm- põrandarobot (1 tk), BeeBot mesimummu läbipaistev taskutega matt (1 tk), LEGO Education varuosad WeDo 2.0 (3 tk); mTiny avastajakomplekt (2 tk), Dash ja Dot Wonder robootikakomplekt (3 tk), Ozobot Bit stardikomplekt kristallvalge (4 tk), Programeeritav robotigu (3 tk), Matatalab Pro Set (3 tk), Blue-Boti mattide komplekt + 6 robotit laadimisalusega (1tk)				565.70 €				2,432.44 €
1415	Imavere Lasteaed Mõmmi	Järva maakond	lasteaed	Blue-Boti mattide komplekt + 6 robotit laadimisalusega (1tk); Matatalab Pro Set (2tk); Dash robot (1tk); Makeblock mTiny robot (2tk); Ozobot Bit stardikomplekt (4tk); LEGO Education WeDo 2.0 põhikomplekt (2tk); Dash ja Dot Wonder robootikakomplekt (2tk); Programeeritav robotigu (2tk); Dot roboti loovuskomplekt (1tk); Blue-Bot ja Programmi käsulugeja stardikomplekt (1tk); Maastikurobot (2tk); Sphero Specdrums (1tk)							3,124.60 €	
1447	Jõgeva Lasteaed Karikakar	Jõgeva maakond	lasteaed	Bee-Bot 6 Mesimummu ja laadimisalus (1 tk), Jutualustaja komplekt (1 tk), Jutualustaja Ühiskonna lisakomplekt (1 tk), Jutualustaja kosmose komplekt (1 tk), Jutualustaja kogukonnakomplekt (1 tk), Matemaatika baaskomplekt (1 tk), Õppimise komplekt (1 tk)				643.43 €				
3511	Jõhvi Lasteaiad	Ida-Viru maakond	lasteaed	WeDo 2.0 baaskomplekt, 11 tk; Akulaadija 10V peenike pistik, 11 tk; WeDo 2.0 laetav aku, 11 tk			1,449.89 €					
1777	Jänesselja Lasteaed	Pärnu maakond	lasteaed	Matatalab Pro set (14tk); Eestikeelne õppematerjal Matatalab (1tk)						2,749.76 €		
1511	Järvakandi Lasteaed Pesamuna	Rapla maakond	lasteaed	Bee-Bot 2.0 6 robotit +laadimisalus (1tk); Bee-Bot stardikomplekt (2tk)							695.67 €	
40392	Järveküla Lasteaed	Harju maakond	lasteaed	LEGO Education WeDo 2.0 põhikomplekt (12tk) 							1,695.85 €	
1475	Kadrina Lasteaed Sipsik	Lääne-Viru maakond	lasteaed	LEGO Education jutualustaja komplekt (2 tk), LEGO Education jutualustaja ühiskonna lisakomplekt (2 tk), LEGO Education õppimise põhikomplekt (1 tk), 6 mesimummu ja laadimisalus (1 tk), Blue-Bot 6 mesimummu ja mattid (1 tk), Mesimummu kujundite ja värvide matt (1 tk), Blue-Bot programmi käsulugeja (1 tk), WeDo 2.0 baaskomplekt (4 tk), WeDo 2.0 laetav aku (4 tk), Akulaadija 10V peenike pistik (2 tk); Qobo – eestikeelne programmeeritav robotigu (6tk); mTiny avastajakomplek (3tk), Maastikurobot (4tk), Ozobot Evo stardikomplek (2tk)				1,868.73 €			504.01 €	1,093.15 €
1513	Kaiu Lasteaed Triinutare	Rapla maakond	lasteaed	Bee-Bot 6 robotit+laadimisalus (1 tk); Bee-Bot läbipaistev taskutega matt (3 tk); Bee-Bot tähematt Jänku Jussiga (1 tk); Bee-Bot numbriteekonna matt (1 tk); Bee-Bot farmimatt (1 tk); Bee-Bot ja Blue-Bot muinasjutumatt (1 tk); Bee-Bot ja Blue-Bot aaretesaarematt (1 tk)					514.65 €			
1545	Kalamaja Lasteaed	Harju maakond	lasteaed	Qobo – eestikeelne programmeeritav robotigu (5tk)							510.01 €	
1673	Kanepi Lasteaed	Põlva maakond	lasteaed	Bee-Bot programmeeritav põrandarobot 2.0 (5tk); Matatalab Pro Set (1tk)							523.57 €	
1816	Karksi-Nuia Lasteaed	Viljandi maakond	lasteaed	LEGO Education WeDo 2.0 põhikompl. (1 tk); LEGO Education WeDo lisakomplekt (1 tk); Bee-Bot stardikomplekt (2 tk); Bee-Bot 6 robotit+laadimisalus (2 tk); Bee-Bot läbipaistev taskutega matt (2 tk); kujundite ja värvidega matt (1 tk); numbriteekonna matt (1 tk); 3D kujunditega matt (1 tk); tänavamatt (1 tk); aaretesaarematt (1 tk); muinasjutumatt (1 tk); SUUR loodusmatt (1 tk); tähematt Jänku Jussiga (1 tk); farmimatt (1 tk); LEGO Education akulaadija 10V (1 tk); LEGO Education WeDo 2.0 laetav aku (1 tk); Matatalab Pro set (4tk); Ozobot Bit stardikomplekt (9tk) + lisakomplekt; 					1,519.13 €	639.21 €	445.28 €	
36931	Kasti-Orgita Lasteaed	Rapla maakond	lasteaed	6 Mesimummu ja laadimisalus (2tk); Ozobot Bit 2.0 stardikomplekt sinine (2tk); Ozobot Bit 2.0 kristallvalge (4tk); Edison robot V2.0 (4tk); Matatalab Pro set (2tk); Eestikeelne õppematerjal Matatalab (1tk); Matatalab Pro set (2tk); Qobo –  programmeeritav robotigu (6tk)						1,669.33 €	854.01 €	
suletud	Kehra Linnalasteaed Lastetare	Harju maakond	lasteaed	Blue-Bot 6 robotit+matid (1 tk); Bee-Bot läbipaistev taskutega matt (5 tk); Ozobot Bit 2.0 stardikomplekt sinine (2 tk); Dash ja Dot Wonder robootikakomplekt (1 tk); Dash robot (1 tk);  Dot robot (2 tk); Cue robot (1 tk); LEGO Education WeDo 2.0 põhikompl. (3 tk); LEGO Educational lihtsate masinate komplekt (5 tk); LEGO Education õppimise põhikomplekt (3 tk)					1,999.30 €			
1515	Kehtna Lasteaed Siller	Rapla maakond	lasteaed	Blue-Bot 6 robotit+laadimisalus (1 tk); Blue-Bot programmi käsulugeja (2 tk); Bee-Bot läbipaistev taskutega matt (1 tk); Bee-Bot tähematt Jänku Jussiga (1 tk); Bee-Bot 6 robotit+laadimisalus (1 tk); Bee-Bot kujundite ja värvidega matt (1 tk); Bee-Bot aaretesaarematt (1 tk); Bee-Bot muinasjutumatt (1 tk); Bee-Bot farmimatt (1 tk)					1,115.43 €			
1932	Kelvingi Lasteaed	Harju maakond	lasteaed	LEGO Education WeDo 2.0 Core Set (6 tk)		527.34 €						
1933	Kiili Lasteaed	Harju maakond	lasteaed	LEGO WeDo baaskomplekt (1 tk), Jänku-Jussi töövihik	65.12 €							
6211	Kiiu Kiigepõnni Lasteaed	Harju maakond	lasteaed	Ozobot Bit 2.0 kaksikpakk (valge & must) (3tk); Ozobot Bit 2.0 stardikomplekt sinine (4tk); Matatalab Pro Set (2tk), Robotigu Qobo (2tk), Qobo matemaatika laiendus (2tk), Bee-Bot algajate komplekt (1tk), Blue-Bot 6 robotit ja laadimisalus (1tk), Blue-Bot programmi käsulugeja lisaplaadid (2tk), Blue-Bot programmi käsulugeja (2tk)						490.36 €		1,505.92 €
1786	Kilingi-Nõmme Lasteaed Krõll	Pärnu maakond	lasteaed	Rohkem Matemaatikat baaskomplekt 1-2, 14 tk; Beebot ehk Mesimumm, 2 tk			533.24 €					
1699	Kiviõli linna lasteaed Kannike	Ida-Viru maakond	lasteaed	Blue-Bot 6 robotit+laadimisalus (1 tk); Blue-Bot 2.0 6 robotit+laadimisalus (2tk)					464.77 €	765.51 €		
suletud	Klooga Lasteaed		lasteaed	Bee-Bot 6 mesimummu ja laadimisalus (2 tk)				728.32 €				
1418	Koeru Lasteaed Päikeseratas	Järva maakond	lasteaed	Bee-Bot 6 mesimummu ja laadimisalus (1 tk), Bee-Bot mesimummu algajate komplekt (1 tk), Bee-Bot ja Blue-Bot farmimatt (2 tk), Bee-Bot mesimummu läbipaistev taskutega matt (2 tk)				624.30 €				
1517	Kohila Lasteaed Männi	Rapla maakond	lasteaed	Bee-bot, 4 tk; WeDo 2,0 laetav aku, 2 tk; WeDo 2,0 baaskomplekt, 6 tk; Jutuvestja, 1 tk; Akulaadija 10Vpeenike pistik, 2 tk			1,090.34 €					
2094	Kohila Lasteaed Sipsik	Rapla maakond	lasteaed	LEGO WeDo baaskomplektid (5 tk), LEGO WeDo lisakomplektid (5 tk), LEGO WeDo tegevuste pakett (1 tk). 6 Mesimummu ja laadimisalus (1 tk). Blue-Bot 6 robotit+matid (1 tk); Bee-Bot 6 robotit+laadimisalus (1 tk)	562.20 €		269.28 €		698.45 €			
1716	Kohtla-Järve Lasteaed Aljonuška	Ida-Viru maakond	lasteaed	Bee-Bot 6 Mesimummu ja laadimisalus (1 tk), Programmeetitav Blue-Bot mesimumm (1 tk), Blue-Bot programmi käsulugeja (1 tk); Matatalab Pro set (2tk); Eestikeelne õppematerjal Matatalab (1tk)				555.27 €		323.50 €		
1717	Kohtla-Järve Lasteaed Buratino	Ida-Viru maakond	lasteaed	Bee-Bot programmeeritav põrandarobot (1 tk); Blue-Bot ja Programmi käsulugeja stardikomplekt (1 tk); Blue-Bot programmeeritav põrandarobot (1 tk); Bee-Bot tähematt Jänku Jussiga (1 tk); Bee-Bot 3D kujunditega matt (1 tk); Bee-Bot läbipaistev taskutega matt (1 tk)					384.97 €			
1718	Kohtla-Järve Lasteaed Kakuke	Ida-Viru maakond	lasteaed	Bee-Bot programmeeritav mesimumm (3 tk), Blue-Bot programmeeritav mesimumm (2 tk), Mesimummu algajate komplekt (1 tk). Lego Education WeDo 2.0 põhikompl. (5 tk); Matatalab Pro set (3tk); Eestikeelne õppematerjal Matatalab (1tk); Dash ja Dot Wonder robootikakomplekt (2tk); Ozobot Bit stardikomplekt (5tk); Qobo robot + Qobo matemaatika laiendus (eestikeelne)  (4 tk), Ozobot Bit (10 tk)				519.03 €	422.05 €	490.51 €	569.14 €	1,093.65 €
1719	Kohtla-Järve Lasteaed Karuke	Ida-Viru maakond	lasteaed	Bee-Bot programmeeritav põrandarobot (1 tk); Blue-Bot programmeeritav põrandarobot (1 tk); Blue-Bot programmi käsulugeja (1 tk); farmimatt (1 tk); Bee-Bot läbipaistev taskutega matt (2 tk); Bee-Bot 6 robotit + laadismisalus (1 tk); numbriteekonna matt (1 tk); kujundite ja värvidega matt (1 tk); Blue-Boti mattide komplekt +6 robotit laadimisalusega (1tk); Dash ja Dot Wonder robootikakomplekt (1tk); Matatalab Pro Set (2tk); Qobo –  programmeeritav robotigu (3tk); Programmeerimise komplekt klassile robothiirtega (2tk)					700.54 €		1,570.81 €	
