Kooli ID	Kooli nimi	Maakond	Asutuse tüüp	Seadmete nimekiri	Toetus 2014	Toetus 2015	Toetus 2016	Toetus 2017	Toetus 2018	Toetus 2019	Toetus 2020	Toetus 2021
suletud	Surju Lasteaed	Pärnu maakond	lasteaed	Bee-Bot 6 robotit+laadimisalus (1 tk); Bee-Bot programmeeritav põrandarobot (2 tk); Blue-Bot ja Programmi käsulugeja stardikomplekt (1 tk); Bee-Bot läbipaistev taskutega matt (2 tk); Bee-Bot numbriteekonna matt (1 tk); Bee-Bot tähematt Jänku Jussiga (1 tk); Bee-Bot tänavamatt (1 tk); Bee-Bot järelkäru (1 tk)					807.58 €			
1826	Suure-Jaani Lasteaed	Viljandi maakond	lasteaed	Bee-Bot 6 Mesimummu ja laadimisalus (1 tk); Mesimummu läbipaistev matt (1 tk); Mesimummu 3D kujunditega matt (1 tk); numbriteekonna matt (1 tk); tänavamatt (1 tk); kujundite ja värvidega matt (1 tk); tähematt Jänku Jussiga (1 tk); muinasjutumatt (1 tk); farmimatt (1 tk); Matatalab Pro set (6tk); Eestikeelne õppematerjal Matatalab ja We Do 2.0 (1tk); Ozobot Bit 2.0 kaksikpakk (valge ja must) (3tk); Ozobot Bit 2.0 stardikomplekt kristallvalge (3tk)					574.40 €	1,313.45 €		
1764	Sõmerpalu Lasteaed Lepatriinu	Võru maakond	lasteaed	Bee-Bot 2.0 6 robotit+laadimisalus (1tk); Blue-Bot programmi käsulugeja (12tk); Blue-Bot 2.0 6 robotit+laadimisalus (1tk); Ozobot Bit 2.0 kaksikpakk (valge&must) (2tk); Ozobot Bit 2.0 kristallvalge (3tk); LEGO Coding Express (1tk); Maastikurobot (6tk); Tahvelarvuti Lenovo Tab P10 (2tk)						2,247.43 €	1,150.39 €	
1483	Sõmeru Lasteaed Pääsusilm	Lääne-Viru maakond	lasteaed	LEGO Education WeDo 2.0 (12 tk), Blue-Bot 6 mesimummu ja laadimisalus (2 tk), Blue-Bot Programmeeritav ja taaslaetav Mesimumm (1 tk), Bee-Bot Mesimummu läbipaistev taskutega matt (5 tk), eneloop kiirlaadija + 4x AA (2 tk), eneloop 4x AA blister (5 tk); Makey Makey Classic (4tk); Dash ja Dot Wonder robootikakomplekt (4tk); Ozobot Bit stardikomplekt (8tk); Strawbees Quirkbot (4tk); Sphero Bolt haridusrobot (6tk); Makeblock mTiny robot (2tk); Tahvelarvutid Apple iPad 2019 32GB Wifi 10.1 (3tk)				2,489.07 €			3,048.20 €	
1463	Tabasalu Lasteaed Tibutare	Harju maakond	lasteaed	Early Simple Machines Set (3 tk), Simple & Powered Machines Set (12 tk), Activity Pack for Early Simple Machines Set (1 tk), Introducing Simple & Powered Machines (1 tk), LEGO Education WeDo Construction Set (12 tk), LEGO Education WeDo Resource set (12 tk), WeDo 8+ Projects Curriculum Pack - DVD (1 tk). Beebot ehk Mesimumm (8 tk); Bee-Bot Mesimummu algajate komplekt (1 tk); Bee-Bot kujundite ja värvidega matt (4 tk); Bee-Bot numbriteekonna matt (2 tk). Dash robot (8 tk); Sphero SPRK+ haridusrobot (4 tk); Bee-Bot laadimisalus (1 tk)		3,508.92 €	641.72 €		1,191.44 €			
1916	Tabasalu Teelahkme Lasteaed	Harju maakond	lasteaed	Dash ja Dot Wonder robootikakomplekt (1tk); Sphero Bolt haridusrobot (3tk); Makey Makey Classic (1tk); Codey Rocky robot (2tk); Neuron leiutajakomplekt (1tk); Bee-Bot 2.0 põrandarobot (2tk); WeDo 2.0 baaskomplekt (1tk); Programmeeritav Blue-Bot mesimumm (2tk); Ozobot Bit 2.0 kaksikpakk (valge ja must) (1tk); Eestikeelne õppematerjal ja tunnikavad Matatalab (1tk)						1,207.00 €		
1454	Tabivere Lasteaed	Tartu maakond	lasteaed	6 Mesimummu ja laadimisalus (1 tk); Programmeeritav Blue-Bot mesimumm (5 tk); Matatalab Pro set (1tk); Bee-Bot Mesimumm-põrandarobot (2 tk)						1,217.65 €		
1507	Taebla Lasteaed	Lääne maakond	lasteaed	Coding Express (3tk); Qobo – eestikeelne programmeeritav robotigu (4tk); Blue-Bot 2.0 6 robotit ja laadimisalus (1tk) + lisatarvikud							1,249.15 €	
1574	Tallinna Allika Lasteaed	Harju maakond	lasteaed	LEGO Education WeDo 2.0 põhikompl. (2 tk); LEGO Education akulaadija 10V DC (1 tk); LEGO Education WeDo2.0 laetav aku (1 tk); Ozobot pestavad markerid (6 tk); Bee-Bot SUUR loodusmatt (1 tk); Bee-Bot numbriteekonna matt (1 tk); Bee-Bot läbipaistev taskutega matt (6 tk); Bee-Bot tänavamatt (1 tk); Makey Makey Classic (2 tk); LEGO Educational temaatiline algajate komplekt (4 tk); LEGO Education WeDo 2.0 põhikomplekt (3tk); LEGO BOOST Loovust arendav tööriistakomplekt (2tk)					1,289.23 €	536.90 €		
1575	Tallinna Arbu Lasteaed	Harju maakond	lasteaed	LEGO Education õppimise põhikomplekt (2 tk), LEGO Education matemaatika (2 tk), LEGO Education WeDo 2.0 (6 tk), LEGO Education WeDo 2.0 laetav aku (6 tk), LEGO Education akulaadija(10V) (6 tk), Edisoni robot V2.0 (3 tk), Makey Makey Classic (3 tk), Edisoni suur matt (lamineeritud) (3 tk); Codey Rocky ja Neuron õppekomplekt (2tk), Codey Rocky robot (2tk), Neuron loomelabori komplekt (1tk), Neuron leiutajakomplekt (1tk), TTS InO-Bot Scratch programmeeritav robot (4tk), Sphero Mini loovuskomplekt (4tk), mTiny avastajakomplekt (2tk), Robobloq rong (2tk), iRobot Root RT1 Coding robot (2tk), Root roboti LEGO alusplaat (2tk), Qobo – eestikeelne programmeeritav robotigu (2tk), Qobo matemaatika laiendus (2tk)				1,479.93 €				2,759.13 €
1577	Tallinna Endla Lasteaed	Harju maakond	lasteaed	LEGO Education WeDo 2.0 põhikomplekt (12tk); Dash robot (6tk)							2,374.59 €	
1578	Tallinna Haraka Lasteaed	Harju maakond	lasteaed	Matatalab Pro Set (1tk); Sphero Bolt haridusrobot (2tk); Qobo programmmeeritav robotigu (2tk); LEGO Education Coding Express (1tk)							856.13 €	
1579	Tallinna Järveotsa Lasteaed	Harju maakond	lasteaed	mTiny avastajakomplekt (3 tk), mTiny puslemattide komplekt (1 tk), Dash ja Dot Wonder robootikakomplekt (3 tk), Dash ja Cue roboti joonistamiskomplekt (3 tk), LEGO Education WeDo 2.0 (3 tk), Ozobot Evo klassikomplekt (1 tk), Matatalab Pro Set (1 tk)								2,100.75 €
5191	Tallinna Kihnu Lasteaed	Harju maakond	lasteaed	Matatalab Pro set (2tk); Qobo – eestikeelne programmeeritav robotigu (3tk); Dash ja Dot Wonder robootikakomplekt (3tk)							1,417.46 €	
1582	Tallinna Kiisupere Lasteaed	Harju maakond	lasteaed	LEGO WeDo 2.0 baaskomplekt (10tk) + lisatarvikud; Blue-Bot 2.0 6 robotit ja laadimisalus (1tk); tahvelarvuti MediaPad T3 10 LTE (7tk)							3,110.15 €	
1584	Tallinna Kivimurru Lasteaed	Harju maakond	lasteaed	Strawbees koolikomplekt (1 tk), Dash ja Dot Wonder robootikakomplekt (1 tk), Bee-Bot tähematt Jänku Jussiga (1 tk)				409.27 €				
1586	Tallinna Kullatera Lasteaed	Harju maakond	lasteaed	LEGO Education WeDo 2.0, 8 tk; LEGO Education Õppimise põhikomplekt (28 kmpl), 2 tk; Rohkem matemaatikat (2 õpilase jaoks), 4 tk; Matemaatika tegevuspakett; Eneseväljenduse komplekt, 7 tk; Eneseväljenduse ehitamise komplekti tegevuste pakett ja juhendid; LEGO Education Lihtsate ja motoriseeritud masinate komplekt, 2 tk; 9693 tegevuste pakett; LEGO Education Jutualustaja Komplekt, 2 tk; Jutualustaja komplekti tarkvara ja tegevuspakett; Bee-Bot (mesimumm 6tk koos alusega), 2 tk; Bee-Bot läbipaistev taskutega matt, 1 tk			2,181.47 €					
1591	Tallinna Lasteaed Delfiin	Harju maakond	lasteaed	Programmeeritav Blue-Bot mesimumm (1 tk), Mesimummu algajate komplekt (2 tk), Mesimummu numbriteekonna matt (3 tk), Mesimummu läbipaistev matt (6 tk), Mesimummu tähematt Jänku-Jussiga (3 tk), Makey Makey Classic (1 tk), Makey Makey GO (1 tk)				793.04 €				
1592	Tallinna Lasteaed Karikakar	Harju maakond	lasteaed	LEGO Education WeDo 2.0 põhikomplekt (4 tk), LEGO Education matemaatika põhikomplekt (6 tk), Makey Makey Classic (4 tk)				835.07 €				
1593	Tallinna Lasteaed Kaseke	Harju maakond	lasteaed	WeDo 2.0 baaskomplekt (4 tk), Jutualustaja komplekt (4 tk), Jutualustaja kosmose lisakomplekt (4 tk), Jutualustaja Ühiskonna lisakomplekt (4 tk), Learn to Learn õppimise komplekt (1 tk), Rohkem matemaatikat baaskomplekt (4 tk), M-mootor (3 tk), LEGO Power Funktsions LED tuli (3 tk)				1,200.89 €				
1668	Tallinna Lasteaed Kirsike	Harju maakond	lasteaed	WeDo 2.0 baaskomplekt (2 tk), Ozobot EVO (2 tk)				507.71 €				
1596	Tallinna Lasteaed Kraavikrõll	Harju maakond	lasteaed	Bee-Bot 6 Mesimummu ja laadimisalus, 2 tk; Bee-Bot Mesimummu läbipaistev taskutega matt, 6 tk; Maastikurobot (4tk), Programeeritav robotigu (2tk), Makeblock mTiny robot (2tk)			644.03 €					917.76 €
1551	Tallinna Lasteaed Mesipuu	Harju maakond	lasteaed	Qobo – eestikeelne programmeeritav robotigu (8tk); Matatalab Pro set (1tk); WeDo 2.0 baaskomplekt + laetav aku (1tk) + akulaadija							1,240.12 €	
1552	Tallinna Lasteaed Mudila	Harju maakond	lasteaed	6 Bee-Bot mesimummu ja laadimise alused (2 tk), Mesimummu algajate komplekt (2 tk), Blue-Bot mesimumm (2 tk), Blue-Bot programmi käsulugeja (1 tk), mesimummu numbriteekonna matt (2 tk), farmimatt (2 tk), kujundite ja värvide matt (2 tk), tänavamatt (2 tk), 3D kujundite matt (2 tk), tähematt Jänku Jussiga (2 tk), läbipaistev taskutega matt (4 tk); Pro-Bot klassikomplekt (1tk); Pro-Bot tarkvara klassilitsents (1tk); LEGO Education Coding Express (7tk)				1,742.94 €			692.32 €	1,103.13 €
1554	Tallinna Lasteaed Ojake	Harju maakond	lasteaed	LEGO Education WeDo 2.0 põhikomplekt (16tk); Ozobot Bit 2.0 stardikomplekt sinine (16tk)						2,597.91 €		
1601	Tallinna Lasteaed Pallipõnn	Harju maakond	lasteaed	LEGO Education WeDo 2.0 (1 tk), Mesimummu algajate komplekt (1 tk), BeeBot ja BlueBot farmimatt (1 tk), BeeBot tähematt Jänku jussiga (1 tk), LittleBits STEAM õpilase komplekt (1 tk), Makey Makey Classic (1 tk), Ozobot Bit 2.0 stardikomplekt (4 tk); Maastikurobot (1tk), Sphero Bolt haridusrobot (1tk), LEGO Education WeDo 2,0 põhikompekt (2tk), Qobo matemaatika laiendus (1tk), LEGO Education Coding Express (1tk), mBot robot LED maatriks ekraaniga (Bluetooth) (1tk), Qobo programmeeritav robottigu (1tk), Matatalab ProSet (1tk)				924.74 €				1,070.02 €
1555	Tallinna Lasteaed Päikene	Harju maakond	lasteaed	Lego Education Õppimise komplekt (1 tk), Lego Education matemaatika põhikomplekt (2 tk), Bee-Bot 6 mesimummu, laadimisalus (1 tk), Blue-Bot 6 mesimummu ja matid (1 tk), Blue-Bot programmi käsulugeja (1 tk), Bee-Bot läbipaistev taskutega matt (2 tk), Dash ja Dot Wonder robootikakomplekt (1 tk); Makeblock mTiny robot (2tk), mTiny avastajakomplekt (2tk), LEGO Education WeDo 2.0 põhikomplekt (3tk), LEGO Education WeDo2.0 laetav aku (3tk), LEGO Education akulaadija 10VDC (3tk)				1,339.35 €				1,107.13 €
1602	Tallinna Lasteaed Pääsusilm	Harju maakond	lasteaed	Early Simple Machines Set (3 tk), Simple & Powered Machines Set (12 tk), Activity Pack for Early Simple Machines Set (1 tk), Introducing Simple & Powered Machines (1 tk), LEGO Education WeDo Construction Set (12 tk), LEGO Education WeDo Resource set (12 tk), WeDo 8+ Projects Curriculum Pack - DVD (1 tk)		3,508.92 €						
1603	Tallinna Lasteaed Rabarüblik	Harju maakond	lasteaed	Bee-Bot 6 Mesimummu ja laadimisalus (1 tk), Blue-Bot 6 Mesimummu ja laadimisalus (1 tk), Ozobot Bit stardikomplekt (6 tk)				1,213.75 €				
1606	Tallinna Lasteaed Sipsik	Harju maakond	lasteaed	LEGO Education WeDo 2.0 Core Set (10 tk), LEGO Education WeDo 2.0 Curriculum Pack (1 tk)		878.90 €						
1607	Tallinna Lasteaed Südameke	Harju maakond	lasteaed	LEGO WeDo 2.0 baaskomplekt (6tk) + laetav aku ja laadija; LEGO Coding Express (1tk); Qobo - programmeeritav robotigu (4tk); Matatalab Pro Set (1tk), Makeblock mTiny (1tk)							2,100.67 €	
1609	Tallinna Lasteaed Vikerkaar	Harju maakond	lasteaed	Robot KUBO stardikomplekt, 4+ (2tk); Sphero mini (3tk); Qobo – eestikeelne programmeeritav robotigu (6tk); LEGO WeDo 2.0 baaskomplekt (2tk) + laetavad akud ja laadija; iPad Air 10.5" 64GB WiFi+4G Space Grey (1tk)							2,209.56 €	
1612	Tallinna Lauliku Lasteaed	Harju maakond	lasteaed	6 Mesimummu ja laadimisalus, 2 tk; Läbipaistev taskutega matt, 4 tk; Matatalab Pro Set (2tk); Maastikurobot (2tk)			608.87 €				573.95 €	
1615	Tallinna Liikuri Lasteaed	Harju maakond	lasteaed	LearnToLearn Core Set (2 tk), BuildToExpress Core Set (4 tk), BuildToExpress Guide and Activity Pack - DVD (1 tk), StoryStarter Core Set (4 tk), StoryStarter Fairy Tale Expansion Set (1 tk), StoryStarter Curriculum Pack and StoryVisualizer Software (1 tk), StoryStarter Fairy Tale Curriculum Pack (1 tk), MoreToMath Core Set 1-2 (5 tk), MoreToMath Curriculum Pack 1-2 (1 tk), LEGO Education WeDo Construction Set (1 tk), LEGO Education WeDo Resource set (1 tk), WeDo 8+ Projects Curriculum Pack - DVD (1 tk). Bee-Bot 6 Mesimummu ja laadimisalus (1 tk); Bee-Bot Mesimummu algajate komplekt (2 tk); Bee-Bot Mesimumm - põrandarobot (1 tk); Bee-Bot tänavamatt (1 tk); kujundite ja värvidega matt (1 tk); 3D-kujunditega matt (1 tk); numbriteekonna matt (1 tk); läbipaistev taskutega matt (1 tk); Ozobot starter pakk sinine (3 tk). Dash ja Dot Wonder robootikakomplekt (4 tk); Bee-Bot 6 robotit+laadimisalus (2 tk); Blue-Bot 6 robotit+laadimisalus (1 tk); Blue-Bot programmi käsulugeja (6 tk); Blue-Bot programmi käsulugeja standardplaadid (6 tk); Edisoni robot V2.0 (2 tk); Sphero SPRK+ haridusrobot (3 tk)		1,250.68 €	833.01 €		2,544.95 €			
1618	Tallinna Liivalossi Lasteaed	Harju maakond	lasteaed	Sphero Bolt (4tk); Matatalab Pro Set (3tk); Qobo - programmeeritav robotigu (1tk)							1,220.22 €	
1620	Tallinna Lille Lasteaed	Harju maakond	lasteaed	Bee-Bot Mesimummu algajate komplekt (1 tk), Bee-Bot 6 Mesimummu ja laadimisalus (1 tk), LEGO WeDo 2.0 põhikomplekt (10 tk); Sphero Mini roheline (3tk); Sphero Mini sinine (3tk); Sphero Bolt haridusrobot (2tk); Qobo - programmeeritav robotigu (3tk); Sphero Bolt (3tk); Robobloq rong (4tk), Maastikurobot (4tk), mTiny avastajakomplekt (3tk)				1,557.59 €		410.17 €	548.91 €	1,197.10 €
1622	Tallinna Linnamäe Lasteaed	Harju maakond	lasteaed	Matatalab Pro Set (2tk); Qobo - programmeeritav robotigu (2tk); LEGO WeDo 2.0 baaskomplekt (1tk); Blue-Bot 2.0 6 robotit ja laadimisalus (2tk); Bee-Bot 2.0 6 roboti ja laadimisaluse komplekt (1tk); Edison robot V2.0 (2tk); Sphero Bolt haridusrobot (2tk); Makey Makey Classic (2tk)							2,442.78 €	
1623	Tallinna Linnupesa Lasteaed	Harju maakond	lasteaed	LEGO WeDo 2.0 põhikomplekt (3tk); Sphero Bolt haridusrobot (3tk); Tahvelarvuti Samsung T519N Galaxy Tab A 10.1 (2tk); Maastikurobot (2tk)							1,472.92 €	
1625	Tallinna Luha Lasteaed	Harju maakond	lasteaed	Makey Makey Classic (2 tk), LEGO Education WeDo 2.0 (5 tk)				623.74 €				
1626	Tallinna Läänemere Lasteaed	Harju maakond	lasteaed	Programeeritav robotigu (2tk), Blue-Bot 2.0 6 robotit+laadimisalus (1tk),  Maastikurobot (3tk), Sphero Bolt haridusrobot (1tk), Makeblock mTiny robot (1tk), mTiny avastajakomplekt (1tk)								1,350.05 €
1667	Tallinna Magdaleena Lasteaed	Harju maakond	lasteaed	Dash ja Dot Wonder robootikakomplekt (2tk), TTS Maastikurobot (4tk), Programeeritav robotigu Qobo (2tk), Qobo matemaatika laiendus (2tk)								1,143.82 €
1628	Tallinna Mardi Lasteaed	Harju maakond	lasteaed	Ozobot Bit (2 tk); Makey Makey (2 tk); Lego WeDo Simple & Powered Machines (2 tk); Lego WeDo 2.0 (2 tk); 6 Bee-Boti alusel (1 tk). Sphero SPRK+ 12-pakk hariduskomplekt (1 tk); Dash ja Dot Wonder robootikakomplekt (2 tk); Makey Makey GO (1 tk); Matatalab Pro Set (2tk); Maastikurobot (2tk)			832.89 €		1,193.94 €		601.31 €	
1631	Tallinna Muhu Lasteaed	Harju maakond	lasteaed	Matatalab Pro Set (1tk); LEGO Education WeDo 2.0 põhikomplekt (3tk)							660.59 €	
1635	Tallinna Männi Lasteaed	Harju maakond	lasteaed	Sphero Bolt (3tk); Tahvelarvuti MediaPad T3 10,2+ 16GB Wifi (1tk)							494.08 €	
1637	Tallinna Männikäbi Lasteaed	Harju maakond	lasteaed	LEGO Education WeDo 2.0 põhikomplekt (2 tk), Mesimummu numbriteekonna matt (1 tk), BeeBot ja BlueBot farmimatt (1 tk), Mesimummu tänavamatt (1 tk), Bee-Bot tähematt Jänku Jussiga (1 tk); LEGO WeDo 2.0 baaskomplekt (1tk) + laetav aku ja laadija; LEGO Coding Express (1tk); Edison robot V2,0 (1tk); MatataLab Pro set (1tk); Qobo - eestikeelne programmeeritav robotigu (1tk); Makeblock mTiny robot (2tk); Makey Makey Classic (1tk); Januse taime komplekt (3tk); Maastikurobot (1tk); Makeblock mCrate 3D printer (1tk)				310.04 €			1,611.23 €	
1639	Tallinna Nurmenuku Lasteaed	Harju maakond	lasteaed	Matatalab Pro Set (3tk); Qobo - programmeeritav robotigu (3tk)							943.51 €	
1644	Tallinna Priisle Lasteaed	Harju maakond	lasteaed	Qobo - programmeeritav robotigu (4tk); Makeblock mTiny robot (2tk); Dash ja Dot Wonder robootikakomplekt (1tk)							867.09 €	
1646	Tallinna Päikesejänku Lasteaed	Harju maakond	lasteaed	LEGO Education WeDo 2.0 Core Set (7 tk), LEGO Education WeDo 2.0 Curriculum Pack (1 tk); Sphero Bolt haridusrobot (2tk); Dash ja Dot Wonder robootikakomplekt (1tk); Matatalab Pro Set (1tk)		615.23 €				541.35 €		
2150	Tallinna Rännaku Lasteaed	Harju maakond	lasteaed	Programmeeritav ja taaslaetav Mesimumm Bee-Bot, 4 tk; Mesimummu läbipaistev matt, 4 tk; Mesimummu kujundite ja värvidega matt, 1 tk			285.51 €					
1652	Tallinna Sikupilli Lasteaed	Harju maakond	lasteaed	Lego WeDo 2.0 põhikomplekt 1 tk; Rong nimega "Matemaatika" 1 tk; Matemaatika põhikomplekt 1-2  1 tk; Õppimise põhikomplekt 1 tk; 6 Mesimummu koos laadimisalusega 1 tk			501.13 €					
1653	Tallinna Suitsupääsupesa Lasteaed	Harju maakond	lasteaed	StoryStarter Core Set (1 tk), StoryStarter Fairy Tale Expansion Set (2 tk), StoryStarter Space Expansion Set (1 tk), StoryStarter Community Expansion Set (1 tk), StoryStarter Curriculum Pack and StoryVisualizer Software (1 tk), LEGO Education WeDo Construction Set (1 tk), LEGO Education WeDo Resource set (5 tk), WeDo 8+ Projects Curriculum Pack - DVD (1 tk), Power Functions Battery Box (5 tk), Power Functions M-Motor (5 tk)		655.49 €						
1654	Tallinna Suur-Pae Lasteaed	Harju maakond	lasteaed	LEGO Education WeDo 2.0 põhikompl (4 tk), Blue-Bot 6 mesimummu ja matid (1 tk), Mesimummu läbipaistev matt (5 tk), Dash ja Dot Wonder robootikakompl (1 tk), Õppimise komplekt (2 tk), Jutualustaja komplekt (4 tk), Jutualustaja muinasjutu lisakomplekt (1 tk), Jutualustaja Ühiskonna lisakomplekt (1 tk), Jutualustaja kosmose lisakomplekt (2 tk), Jutualustaja kogukonna lisakomplekt (2 tk), Rohkem matemaatikat baaskomplekt (4 tk), WeDo 2.0 mootor (4 tk)				2,031.32 €				
suletud	Tallinna Terakese Lasteaed	Harju maakond	lasteaed	LEGO WeDo baaskomplektid (6 tk), lisakomplektid (6 tk), loodussõbralik linn (1 tk), roheline linn tegevuste komplekt (1 tk), Power Functions (1 tk), lihtsate masinate komplekt (1 tk)	739.44 €							
1657	Tallinna Tihase Lasteaed	Harju maakond	lasteaed	Qobo – eestikeelne programmeeritav robotigu (3tk); Dash robot + ksülofon (1tk); Sphero Bolt haridusrobot (2tk); Robobloq rong (4tk), LEGO WeDo baaskomplekt (2tk), TTS maastikurobot (2tk), Makeblock mTiny robot (1tk)							707.74 €	1,042.18 €
1981	Tallinna Tuule Lasteaed	Harju maakond	lasteaed	Lego WeDo 2.0 baaskomplekt (5 tk), Jutualustaja komplekt (1 tk), Jutuvestja komplekt (2 tk), Jutualustaja kosmose lisakomplekt (5 tk), Jutualustaja kogukonna lisakomplekt (6 tk)				1,122.88 €				
1658	Tallinna Tähekese Lasteaed	Harju maakond	lasteaed	Ozobot Evo stardikomplekt kristallvalge (12tk), mTiny avastajakomplekt (6tk), Matatalab Pro Set (6tk)								3,129.09 €
1661	Tallinna Virmalise Lasteaed	Harju maakond	lasteaed	BuildToExpress Core Set (6 tk), BuildToExpress Guide and Activity Pack - DVD (1 tk), Early Simple Machines Set (2 tk), Early Structures Set (2 tk), Simple Machines Set (1 tk), Activity Pack for Early Simple Machines Set (1 tk), Activity Pack for Simple Machines Set (1 tk), LEGO Education WeDo Construction Set (1 tk), LEGO Education WeDo Resource set (1 tk), WeDo 8+ Projects Curriculum Pack - DVD (1 tk)		908.69 €						
1662	Tallinna Vormsi Lasteaed	Harju maakond	lasteaed	6 Bee-Bot mesimummu ja laadimisalus (3 tk), mesimummu numbriteekonna matt (1 tk), BeeBot ja BlueBot Farmimatt (1 tk), Mesimummu läbipaistev matt (1 tk), BeeBot ja BlueBot tähematt Jänku Jussiga (1 tk); Maastikurobot (2tk); Makeblock mTiny robot (2tk); Robobloq rong (2 tk), iRobot RT1 Root Coding robot koos Lego alusplaadiga (8tk)				1,194.99 €			434.76 €	1,598.15 €
1664	Tallinna Ümera Lasteaed	Harju maakond	lasteaed	Jutualustaja komplekt (4 tk), Jutualustaja kogukonna lisakomplekt (6 tk), Jutualustaja kosmose lisakomplekt (2 tk), 6 Bee-Bot mesimummu ja laadimisalus (1 tk), Mesimummu läbipaistev matt (3 tk), Mesimummu tänavamatt (2 tk), Mesimummu numbriteekonna matt (1 tk), BeeBot ja BlueBot farmimatt (2 tk)				1,060.49 €				
2258	Tammiste Lasteaed	Pärnu maakond	lasteaed	Qobo – eestikeelne programmeeritav robotigu (6tk); WeDo 2.0 baaskomplekt (2tk) + laetav aku ja akulaadija; Bee-Bot 2.0 6 roboti ja laadimisaluse komplekt (1tk)							1,415.79 €	
1872	Tartu Karlova Lasteaed (endine Tartu Lasteaed Karoliine)	Tartu maakond	lasteaed	6 Bee-Bot mesimummu ja laadimisalus (1 tk), mesimummu algajate komplekt (1 tk), Bee-bot tähematt Jänku Jussiga (1 tk)				548.79 €				
1868	Tartu Lasteaed Annike	Tartu maakond	lasteaed	Bee-Bot 2.0 6 robotit+laadimisalus (2tk); Qobo eestikeelne programmeeritav robotigu (8tk), Qobo matemaatika laiendus (3tk), Blue-Boti mattide komplekt +6 robotit laadimisalusega (1tk), Blue-Bot programmi käsulugeja (3tk)							696.98 €	1,657.59 €
1869	Tartu Lasteaed Helika	Tartu maakond	lasteaed	Lihtsamate masinate komplekt (2 tk), LEGO power functions (2 tk), LEGO WeDo baaskomplekt (4 tk). Bee-Bot 6 Mesimummu ja laadimisalus (1 tk), Bee-Bot Mesimummu numbriteekonna matt (1 tk), Bee-Bot Mesimummu läbipaistev taskutega matt (1 tk), Bee-Bot Mesimummu kujundite ja värvidega matt (1 tk), Bee-Bot Mesimummu tänavamatt (1 tk), LEGO Education Õppimise põhikomplekt (1 tk), LEGO Education WeDo põhikomplekt (2 tk); Maastikurobot (2tk), Codey Rocky robot (1tk), mTiny avastajakomplekt (1tk), LEGO Education WeDo 2.0 põhikomplekt (2tk), Sphero RVR (1tk), Sphero Bolt haridusrobot (1tk)	404.02 €			718.55 €				1,002.79 €
1870	Tartu Lasteaed Hellik	Tartu maakond	lasteaed	Ozobot Bit 2.0 kaksikpakk (valge & must) (2tk); Dash ja Dot Wonder robootikakomplekt (3tk); LEGO Education WeDo 2.0 põhikomplekt (1tk); LEGO Education WeDo2.0 laetav aku (1tk); LEGO Education akulaadija 10V DC (1tk); Blue-Bot 2.0 6 robotit+laadimisalus (1tk); Samsung Galaxy Tab A 10.1'' (3tk)						1,763.88 €		
1871	Tartu Lasteaed Kannike	Tartu maakond	lasteaed	Blue-Bot 6 robotit+matid (3 tk); Ozobot Bit 2.0 stardikomplekt (2 tk); Dash ja Dot Wonder robootikakomplekt (1 tk); LEGO Education WeDo 2.0 põhikompl. (3 tk); Ozobot Bit 2.0 kaksikpakk (3 tk); Blue-Bot programmeeritav põrandarobot (4 tk); Maastikurobot (5tk), Codey Rocky robot (3tk), mTiny avastajakomplekt (5tk), mBot korravalvur kolm-ühes robootikakomplekt (2tk), Programeeritav robotigu (5tk), mBot2 robot (2tk), InO-Bot Scratch programmeeritav robot (2tk), Pro-Bot programmeeritav põrandarobot-auto (2tk), Sphero RVR (2tk), LEGO Education Coding Express (2tk)					2,744.74 €			3,597.78 €
1873	Tartu Lasteaed Kelluke	Tartu maakond	lasteaed	Bee-Bot 6 Mesimummu ja laadimisalus (1 tk), Bee-Bot tähematt Jänku Jussiga (1 tk), Bee-Bot ja Blue-Boot farmimatt (2 tk), Bee-Bot Mesimummu algajate komplekt (1 tk), Bee-Bot Mesimummu läbipaistev tasku (2 tk), Bee-Bot Mesimummu kujundite ja värvidega matt (1 tk)				673.22 €				
2174	Tartu Lasteaed Klaabu	Tartu maakond	lasteaed	6 Mesimummu ja laadimisalus, 1 tk; Mesimummu algaja komplekt, 1 tk; Rohkem matemaatikat baaskomplekt, 4 tk; Rohkem matemaatikat õppekava, 1 tk; Jutualustaja komplekt, 2 tk; Jutualustaja komplekt tarkvara ja tegevus, 2 tk; Makeblock mTiny (4tk), LEGO Education WeDo 2.0 (2tk), Codey Rocky ja Neuron õppekomplekt (7tk), Codey Rocky robot (4tk)			1,066.70 €					2,094.93 €
1875	Tartu Lasteaed Krõll	Tartu maakond	lasteaed	Blue-Bot 6 mesimummu ja mattide komplekt (1 tk), Mesimummu läbipaistev taskutega matt (1 tk), Blue-Bot programmi käsulugeja (1 tk), Ozobot Evo stardikomplekt (2 tk)				738.36 €				
